topic_index,topic_rank,term_rank,feature,topic_loading,ngram_contrast_rank,ngram_z_score,ngram_ranking_score
48,23,2,status 2,0.5949093335921946,34,3.417697811223467,2.905043139539947
48,23,3,status 2 -,0.422730310931516,120,2.931682752939338,2.1254699958810197
48,23,4,2 - functional,0.18773053845742313,233,2.96845317532999,1.6326492464314946
48,23,5,- functional,0.12404294098693291,297,2.6267780354883614,1.444727919518599
48,23,6,- limited,0.07667432106151927,232,2.636498281558674,1.6478114259741714
48,23,7,but limited,0.05904448609020343,2052,1.9790346800858947,0.5442345370236211
48,23,8,functional but limited,0.05306510865995002,2113,1.9485063379634662,0.5358392429399532
48,23,9,encourage low-impact exercise,0.03924046968000389,397,2.5652802431858746,1.2826401215929373
48,23,10,reports persistent,0.03517309446182936,1298,2.104886677074954,0.6840881700493601
48,23,11,2 ambulatory,0.03489123370915037,2059,2.172975475826297,0.5432438689565743
48,23,12,toes,0.03193792304565279,1315,-2.0919202136406683,0.6798740694332173
48,23,13,by fatigue and,0.031898757248576805,2990,-1.8447013160573207,0.46117532901433017
48,23,14,4. ecog performance,0.028215153589768144,961,2.1063976591481857,0.7898991221805696
48,23,15,anxiety about,0.025780147283206694,1248,2.1555661249946323,0.7005589906232556
32,24,1,unknown.,0.8217018036995999,70,2.966542477087424,2.4473975435971247
32,24,2,intracranial disease,0.15010371362623723,927,2.294671449040335,0.8031350071641171
32,24,3,no brain,0.1353278088923819,102,-3.031777167901823,2.1980384467288214
32,24,4,and right,0.07815835268393369,35,3.2923110701338905,2.880772186367154
32,24,5,are identified,0.06755700992568758,156,2.9044848750840004,1.8879151688046003
32,24,6,or focal deficits.,0.06520737914079608,211,-2.8166896882331,1.69001381293986
32,24,7,nausea 5,0.061582720576345375,158,2.775023352557937,1.8731407629766077
32,24,8,lesions are,0.061242090365509094,1866,2.054192772307054,0.5722394151426793
32,24,9,focal deficits. -,0.05727827619168635,640,-2.2251613588768784,1.0013226114945952
32,24,10,myelosuppression nausea,0.056314541372454126,382,2.6035898711432868,1.3017949355716434
32,24,11,nsclc . ---,0.05616454811832505,2,-3.9155095220034193,3.9155095220034193
32,24,12,- mediastinum hilum,0.056141072537017285,515,-2.6939705252789987,1.1449374732435744
32,24,13,extensive,0.05353280314709077,1539,2.097192495422657,0.6291577486267971
32,24,14,neurologic grossly,0.05075792922868514,835,-2.1245908798807136,0.8498363519522855
32,24,15,- neurologic no,0.0502797532978154,1064,-2.161321076631422,0.7564623768209977
43,25,1,appetite loss 20,0.5303362967785902,76,-3.206015319681025,2.4045114897607687
43,25,2,loss 20,0.5292555756988798,77,-3.201447681119846,2.4010857608398846
43,25,3,loss 20 100,0.46103977252812856,44,-3.3490701739272914,2.762982893490016
43,25,4,20 100 constipation,0.1950768273862921,797,-2.194172331798119,0.8776689327192477
43,25,5,10 100 diarrhea,0.10256576699156526,2718,-1.7506696863895364,0.48143416375712256
43,25,6,100 constipation 10,0.10256576699156524,2719,-1.7506696863895364,0.48143416375712256
43,25,7,constipation 10 100,0.10256576699156524,2717,-1.7506696863895364,0.48143416375712256
43,25,8,5 100 financial,0.09781798486153044,2834,-1.7202000173107186,0.47305500476044765
43,25,9,function 65 100,0.087531026412676,845,-2.251635194287098,0.8443631978576617
43,25,10,function 70,0.08651745747298588,400,-2.6966118398846732,1.2808906239452198
43,25,11,cognitive function 75,0.07327296950504857,1872,-2.0768035460861354,0.5711209751736873
43,25,12,65 100,0.07170656302869402,418,-2.5257217918067263,1.2628608959033631
43,25,13,emotional function 65,0.0612532560005749,1289,-2.1134243586485058,0.6868629165607644
43,25,14,70 100 role,0.06063680652326712,2428,-1.6833251083196248,0.5049975324958874
43,25,15,function 70 100,0.06049549411211221,802,-2.3245876040708535,0.8717203515265701
2,26,1,residual or,0.3575734287623396,49,-3.3477050321233968,2.678164025698717
2,26,2,or recurrent,0.3568298575987054,47,-3.205386566592371,2.7245785816035157
2,26,3,residual or recurrent,0.3466168071032267,85,-3.1240316733928943,2.343023755044671
2,26,4,no residual or,0.25203261051946785,81,-3.2794981636854494,2.377636168671951
2,26,5,dissection for,0.16139846816487813,562,-2.4196796775278018,1.088855854887511
2,26,6,node dissection for,0.15566886138331262,603,-2.442341737374004,1.0379952383839517
2,26,7,node dissection,0.13899656832021148,499,-2.5936179758766422,1.167128089144489
2,26,8,lymph node dissection,0.13694369345488389,553,-2.5893575102384085,1.1004769418513236
2,26,9,no residual,0.1308053566742414,253,-2.7338172047305593,1.5719448927200714
2,26,10,postoperative changes,0.11749425926374137,314,-2.7111598561381594,1.4233589244725333
2,26,11,recurrence,0.11590285780145702,281,-2.7140235858574675,1.4927129722216073
2,26,12,dissection,0.10921121555761171,1033,-2.3583352622088216,0.7664589602178671
2,26,13,mediastinal lymph node,0.10272847529625313,1627,-2.2190696205711244,0.6102441456570593
2,26,14,3 months for,0.09654259073327777,78,-3.085250803661869,2.391069372837948
2,26,15,dissection for stage,0.09603286499944591,2832,-1.8925136818829587,0.47312842047073966
95,27,1,with brain,0.5476292966354849,67,3.194133330291755,2.47545333097611
95,27,2,with brain metastases,0.46226061239881217,119,3.0381973245127574,2.12673812715893
95,27,3,brain metastases.,0.21549327148142408,323,2.8030964696257947,1.4015482348128974
95,27,4,brain metastases,0.19524200712025283,262,2.8187374786072743,1.550305613234001
95,27,5,with brain metastases.,0.15191722140106406,1196,2.202997168108123,0.7159740796351399
95,27,6,surrounding edema.,0.1406640430386915,204,2.848510733804541,1.7091064402827245
95,27,7,whole-brain,0.13578180624907818,2710,1.7528603456671696,0.4820365950584717
95,27,8,known brain,0.1332164252117264,931,2.2912896200071313,0.8019513670024959
95,27,9,frontal,0.12699213964012407,618,2.409686167347712,1.0241166211227775
95,27,10,frontal lobe,0.12631602004774345,336,2.636395522379395,1.3841076492491822
95,27,11,brain metastases -,0.10920936058318685,2348,2.052317866263291,0.5130794665658227
95,27,12,enhancing lesions,0.10884744621063736,712,2.475972793519188,0.9284897975696955
95,27,13,and right,0.10072894169718453,35,3.2923110701338905,2.880772186367154
95,27,14,surrounding edema. -,0.09579003208560642,20,3.393662219587994,3.1391375531188945
95,27,15,enhancing lesions left,0.09136347433497832,42,3.2045339742112255,2.803967227434822
83,28,1,ck5 6 diffuse,0.3335477428266273,140,2.974681538117885,2.0079100382295723
83,28,2,histology.,0.3308759539467326,50,3.3237201386198003,2.65897611089584
83,28,3,6 diffuse,0.3020207448248129,236,2.824844587399894,1.624285637754939
83,28,4,6 diffuse cytoplasmic,0.3020207448248129,237,2.824844587399894,1.624285637754939
83,28,5,cell carcinoma,0.27491706954972467,2814,1.7263972130624132,0.47475923359216365
83,28,6,squamous histology.,0.2550067704260435,272,2.7674580605590364,1.5221019333074701
83,28,7,negative excludes adenocarcinoma,0.16634201689045142,1583,2.067148092925754,0.6201444278777263
83,28,8,supports squamous,0.150236020162257,2786,1.7361409063773525,0.477438749253772
83,28,9,p40 strong,0.14693825243696626,1444,2.361261265630084,0.6493468480482731
83,28,10,---------------- p40 strong,0.1425749094149956,1766,2.34737187979081,0.5868429699477025
83,28,11,squamous nsclc.,0.1399444445370663,706,2.3388920771741857,0.9355568308696743
83,28,12,p40 strong nuclear,0.13556105836888413,2003,2.202643801434675,0.5506609503586688
83,28,13,supports squamous differentiation,0.12459965562132606,905,2.4960579750326035,0.8112188418855961
83,28,14,histology,0.12074852059394421,621,2.5490552777500946,1.0196221111000379
83,28,15,positivity supports squamous,0.12039920349835366,2577,1.9741622675562336,0.4935405668890584
39,29,1,spouse in,0.4787359703559401,30,-3.2719828730050033,2.944784585704503
39,29,2,spouse in a,0.47356936991806203,26,-3.315297589821695,3.0666502705850682
39,29,3,with spouse in,0.47146800999785876,36,-3.248318726713365,2.8422788858741943
39,29,4,a single-family,0.2442566887765292,1012,-2.066666369531682,0.7749998885743807
39,29,5,in a single-family,0.2442566887765292,1011,-2.066666369531682,0.7749998885743807
39,29,6,single-family,0.2376482369512042,1139,-1.9542778967142131,0.7328542112678299
39,29,7,home. -,0.14323059346828623,1224,-2.0259287342332217,0.7090750569816275
39,29,8,home.,0.1362409616810303,895,-2.1783371488489194,0.8168764308183447
39,29,9,age 80,0.06368194092356268,2018,-1.8282103065657838,0.5484630919697351
39,29,10,obstructive,0.04609602709765453,2643,1.77627913931763,0.4884767633123483
39,29,11,node,0.04589034536986206,65,-3.121405877420767,2.497124701936613
39,29,12,at 78,0.045772636395465395,476,-2.3856752823134766,1.1928376411567383
39,29,13,monitoring of,0.04072893838042076,201,2.8529183023180216,1.711750981390813
39,29,14,he,0.036614576064644425,1885,-1.897511823685668,0.5692535471057004
39,29,15,. he,0.03641180262917067,69,-3.163883302578308,2.4520095594981886
79,30,1,spirometry,0.4211729469285173,97,-2.8645870637016047,2.220054974368743
79,30,2,dlco,0.334879824592971,123,-2.8996526494853554,2.1022481708768828
79,30,3,tests spirometry,0.2551449061198216,954,-1.977446451025738,0.7909785804102952
79,30,4,function tests spirometry,0.25514490611982144,955,-1.977446451025738,0.7909785804102952
79,30,5,pulmonary function tests,0.22108503445447178,528,-2.3749112515600133,1.1280828444910063
79,30,6,spirometry dlco,0.20024698307885336,1043,-2.172833242969712,0.7604916350393992
79,30,7,pulmonary function,0.19483439746507025,910,-2.307277274174007,0.8075470459609024
79,30,8,6. documentation,0.19295689989726614,57,-3.306357027345229,2.5624266961925524
79,30,9,tests spirometry dlco,0.17152275888228774,1608,-2.048017703541974,0.6144053110625922
79,30,10,dlco to,0.12353704918293072,2284,-1.8868122904543865,0.5188733798749563
79,30,11,was negative,0.10791812648991651,4,-3.7927481483104066,3.6979294446026465
79,30,12,6. documentation -,0.10381610604648095,611,-2.5840895780035384,1.0336358312014153
79,30,13,baseline pulmonary function,0.09747325900363707,2030,-1.6800463796783933,0.5460150733954778
79,30,14,baseline pulmonary,0.09044187943130376,2747,-1.5995127494859782,0.4798538248457934
79,30,15,baseline cardiac,0.08806476542244995,409,2.6768153068100413,1.2714872707347695
52,31,1,glands and,0.5123952795793337,43,-3.3783953048493474,2.787176126500712
52,31,2,adrenal glands and,0.3679867122655223,454,-2.571232215101319,1.2213353021731266
52,31,3,node,0.23018980446002577,65,-3.121405877420767,2.497124701936613
52,31,4,spleen adrenal,0.17697010646539416,1054,-2.167294194207046,0.7585529679724661
52,31,5,spleen adrenal glands,0.1757502567891831,1048,-2.169934073123311,0.7594769255931588
52,31,6,liver adrenal,0.1718906818279442,752,-2.259413888349213,0.9037655553396853
52,31,7,liver adrenal glands,0.1684705702308986,782,-2.2173029295755144,0.8869211718302058
52,31,8,liver spleen adrenal,0.14711332032531585,2500,-1.9991181325451723,0.4997795331362931
52,31,9,mediastinal or hilar,0.1211203546722734,516,-2.4056465828852933,1.1426821268705143
52,31,10,kidneys appear,0.1115682897567437,1244,-2.15829981691193,0.7014474404963773
52,31,11,or hilar,0.10829425595846798,650,-2.3281740564237645,0.9894739739800998
52,31,12,lymph node,0.10697311226581781,950,-2.26784133801483,0.7937444683051905
52,31,13,thickening or effusion.,0.10286825243875991,104,-3.1307372059262875,2.191516044148401
52,31,14,or effusion.,0.09879829681810154,619,-2.559121223509799,1.0236484894039195
52,31,15,mediastinal or,0.09770601996510468,860,-2.2204526797256183,0.8326697548971069
20,32,1,dissection followed,0.38412732344391537,250,-2.8603288141250025,1.5731808477687514
20,32,2,dissection followed by,0.38412732344391537,251,-2.8603288141250025,1.5731808477687514
20,32,3,node dissection followed,0.2926308249788581,651,-2.637753804379117,0.9891576766421689
20,32,4,he underwent,0.24816534406132376,118,-3.0391158486630987,2.127381094064169
20,32,5,by four cycles,0.24139222519839806,750,-2.4112932977226103,0.9042349866459789
20,32,6,by four,0.241392225198398,749,-2.4112932977226103,0.9042349866459789
20,32,7,followed by four,0.241392225198398,751,-2.4112932977226103,0.9042349866459789
20,32,8,node dissection,0.1838008682777136,499,-2.5936179758766422,1.167128089144489
20,32,9,lymph node dissection,0.17630069876650623,553,-2.5893575102384085,1.1004769418513236
20,32,10,dissection,0.16572617390363012,1033,-2.3583352622088216,0.7664589602178671
20,32,11,lobectomy with,0.1407260910382416,863,-2.375884381356086,0.8315595334746301
20,32,12,adjuvant,0.131237518888382,1088,-2.3040505462818177,0.7488164275415908
20,32,13,lobectomy with mediastinal,0.12205086875546806,1269,-2.3086072369355213,0.6925821710806563
20,32,14,mediastinal lymph node,0.11054371797042384,1627,-2.2190696205711244,0.6102441456570593
20,32,15,with mediastinal lymph,0.1091481221265398,1330,-2.2525752724184347,0.6757725817255303
40,33,1,7.5 k,0.5689250703619452,152,-2.9265032802160453,1.9022271321404296
40,33,2,7.5 k l,0.4893472120973705,46,-3.1142759728881204,2.7249914762771055
40,33,3,7.5,0.35023586165464904,731,-2.294573898250794,0.9178295593003176
40,33,4,wbc 7.5,0.2898318581222584,1427,-1.8658869622139067,0.6530604367748674
40,33,5,wbc 7.5 k,0.2558676022268713,1765,-1.6780384974428766,0.5873134741050068
40,33,6,cbc wbc 7.5,0.24503934326725704,1694,-1.7089791041729179,0.5981426864605213
40,33,7,7.5 k ul,0.1520389397653952,1880,-2.047114006692182,0.5702674732928221
40,33,8,and right,0.07451541257925066,35,3.2923110701338905,2.880772186367154
40,33,9,risks and,0.03854477447458448,414,-2.528707839326667,1.2643539196633335
40,33,10,anc 5.0,0.0347411013071174,1547,-2.078330388716539,0.627210420880527
40,33,11,0.9,0.03454195086959679,379,2.6065022475297313,1.3032511237648656
40,33,12,week to finalize,0.03267585215067532,1192,-2.2063178764414473,0.7170533098434704
40,33,13,nsclc . ---,0.031543667662703424,2,-3.9155095220034193,3.9155095220034193
40,33,14,anc 5.0 k,0.030441437105217396,878,-2.197790499754121,0.8241714374077954
40,33,15,complaint follow-up after,0.029307178770859837,52,-3.1926264751948303,2.633916842035735
45,34,1,to radiation oncology,0.5613489496098555,51,3.1226116079663626,2.6542198667714083
45,34,2,to radiation,0.542986353527413,88,3.1078822902220806,2.3309117176665604
45,34,3,oncology for,0.3671641896020443,338,2.513200602362291,1.3822603312992603
45,34,4,radiation oncology for,0.2668564898098173,1375,2.0463512086056457,0.6650641427968349
45,34,5,refer to radiation,0.19427947266681866,1004,2.217246138028242,0.7760361483098847
45,34,6,referral to radiation,0.17530693175605075,1150,2.0863980739281858,0.730239325874865
45,34,7,radiation oncology,0.17366083717424954,477,2.503187495351737,1.1890140602920751
45,34,8,radiation,0.10318083921642641,241,2.922741090082179,1.6075075995451984
45,34,9,symptomatic bone,0.06085896663945815,1573,1.913144152563487,0.6217718495831333
45,34,10,to proceed,0.049571961082937106,858,2.3821926352181144,0.83376742232634
45,34,11,consider referral to,0.04701444213882647,759,2.2463542919440704,0.8985417167776282
45,34,12,prn for bone,0.041775083979056216,1545,2.0914567471272765,0.6274370241381829
45,34,13,mg iv,0.040196894165168244,2056,1.8131429370451873,0.5439428811135562
45,34,14,stereotactic,0.03942756141796249,373,2.651915240851123,1.3259576204255614
45,34,15,- calcium,0.03818080258459785,2615,-1.6361643395800742,0.49084930187402226
46,35,1,iv q3 weeks,0.5311230617787346,287,2.8143186488807803,1.4775172906624094
46,35,2,iv q3,0.5103299871227946,364,2.804734232983086,1.3322487606669657
46,35,3,q3,0.3671786934765376,690,2.5391978640549766,0.9521991990206162
46,35,4,q3 weeks,0.29645648358973914,1676,2.1896179637918,0.602144940042745
46,35,5,200 mg iv,0.2248504131351692,2298,1.8814750069893176,0.5174056269220624
46,35,6,mg iv q3,0.21404099547851477,2033,1.9845052718426657,0.5457389497567331
46,35,7,mg iv,0.13340641199651568,2056,1.8131429370451873,0.5439428811135562
46,35,8,pembro,0.0879839842304921,1666,2.194073106450073,0.6033701042737701
46,35,9,clinic in 3,0.0629902030820691,293,-2.650808898248954,1.4579448940369248
46,35,10,partial response per,0.0585178381002996,220,2.770324608919644,1.6621947653517863
46,35,11,a partial,0.05700238470372638,740,2.1363543852710936,0.9079506137402147
46,35,12,low-impact exercise,0.050880633207730175,686,2.3838590751207636,0.9535436300483054
46,35,13,mild fatigue grade,0.050692241095052985,463,2.5494963715400867,1.2110107764815412
46,35,14,pelvis in 8,0.049965726750964785,761,-2.2435827633608962,0.8974331053443585
46,35,15,as tolerated. -,0.043465752399445,133,2.822989947126987,2.0466677116670655
19,36,1,gy,0.3940443806597103,146,3.1532543724961624,1.9707839828101015
19,36,2,palliative external-beam,0.31495816658718867,1839,1.9215069379502796,0.5764520813850839
19,36,3,palliative external-beam radiation,0.31437319241911044,1827,1.9256968139438282,0.5777090441831484
19,36,4,radiation,0.29037729982385657,241,2.922741090082179,1.6075075995451984
19,36,5,prior palliative radiation,0.21458427944084515,327,2.6634566102630197,1.398314720388085
19,36,6,prior palliative,0.16446134887193528,2271,1.7344090913067989,0.5203227273920397
19,36,7,radiation to a,0.15230863860457908,1671,2.00845115306592,0.602535345919776
19,36,8,received palliative,0.1517004467743274,1237,2.167859125950979,0.7045542159340682
19,36,9,improved,0.14708114727870572,664,-2.4761818880578557,0.9772074951085465
19,36,10,palliative,0.14661468881288586,882,2.3484500508231836,0.8219575177881142
19,36,11,fx,0.12892345504818747,2366,1.8601310857378166,0.5115360485778996
19,36,12,previously irradiated,0.1221923389704438,1919,1.7369997275745193,0.5645249114617188
19,36,13,- palliative,0.11928045080012774,72,2.950417876000158,2.4340947477001307
19,36,14,prior radiation,0.1127919037386715,1154,1.9458599318676628,0.7296974744503736
19,36,15,to a,0.10563790649878474,2330,1.869540376578355,0.5141236035590476
65,37,1,michael alvarez,0.35142049556666316,2463,-2.0095515608716674,0.5023878902179169
65,37,2,patient michael alvarez,0.331130220869082,2652,-1.9489289962279455,0.48723224905698637
65,37,3,surveillance imaging at,0.14899454610019583,302,-2.7423080258957486,1.4397117135952677
65,37,4,imaging at age,0.14655871972451706,363,-2.6693224107165903,1.3346612053582951
65,37,5,imaging at,0.12055632009263596,613,-2.4275875884939713,1.0317247251099377
65,37,6,. he,0.09234864911853953,69,-3.163883302578308,2.4520095594981886
65,37,7,he,0.08870238494829452,1885,-1.897511823685668,0.5692535471057004
65,37,8,male,0.0732772317300858,1623,-1.8809915877125698,0.6113222660065852
65,37,9,he reports,0.07196524952452198,714,-2.3189600395942773,0.927584015837711
65,37,10,he denies,0.06730087669999031,444,-2.5933657478105534,1.2318487302100127
65,37,11,1-2 drinks week,0.06700220823479146,443,-2.4671845180210714,1.2335922590105357
65,37,12,he underwent,0.06074510934904365,118,-3.0391158486630987,2.127381094064169
65,37,13,he has been,0.05722952200075854,178,-2.977706996391811,1.7866241978350865
65,37,14,1-2 drinks,0.05498093247226099,1431,-2.007031119443581,0.6522851138191638
65,37,15,ct identified a,0.054026849079763274,391,-2.7205077560994853,1.2922411841472554
49,38,1,exertional,0.5656614300208201,126,-2.9725722145204054,2.080800550164284
49,38,2,mild exertional,0.5443606661615591,175,-2.8656409680180173,1.7910256050112607
49,38,3,exertional dyspnea,0.30261564346021524,1597,-2.053733626113807,0.6161200878341421
49,38,4,mild exertional dyspnea,0.2660221805269572,2808,-1.9015915040127973,0.4753978760031993
49,38,5,rest mild,0.2341853410964246,493,-2.4670796577363516,1.171862837424767
49,38,6,at rest mild,0.23347370785982838,492,-2.4695013424134524,1.17301313764639
49,38,7,rest mild exertional,0.2291536558793262,540,-2.4743666025899462,1.1134649711654758
49,38,8,sputum hemoptysis,0.08031841831506557,1937,-2.0427421712855307,0.561754097103521
49,38,9,cough sputum hemoptysis,0.06907489151982783,2885,-1.7073407180560447,0.4695186974654123
49,38,10,stairs.,0.06744863595408096,671,-2.4239823732421266,0.9695929492968507
49,38,11,complaint follow-up after,0.05016351676508037,52,-3.1926264751948303,2.633916842035735
49,38,12,walk,0.044623635601580336,1078,-2.144862260139931,0.7507017910489758
49,38,13,breathing,0.04315629406271426,600,-2.603786014220799,1.0415144056883197
49,38,14,spirometry,0.04065261564536563,97,-2.8645870637016047,2.220054974368743
49,38,15,climbing,0.03974842663807766,2064,-1.8078374659090466,0.5423512397727139
8,39,1,seizure,0.5422202177523169,114,3.05866425113401,2.1410649757938067
8,39,2,levetiracetam,0.5002996395686434,101,3.0337421733898964,2.199463075707675
8,39,3,levetiracetam 500 mg,0.3543163089410554,200,2.8624176593238038,1.7174505955942823
8,39,4,levetiracetam 500,0.3543163089410554,199,2.8624176593238038,1.7174505955942823
8,39,5,seizure disorder,0.2107080472337253,538,2.62674169547952,1.116365220578796
8,39,6,disorder,0.20382571256983714,543,2.6105915079599593,1.1095013908829827
8,39,7,secondary to brain,0.1318920253690632,392,2.580830647431899,1.2904153237159495
8,39,8,500 mg bid,0.12485353680299621,1542,2.2865443222920963,0.6287996886303265
8,39,9,to brain,0.11952815119429822,147,2.919006196251266,1.9703291824696045
8,39,10,to brain metastases,0.0643540544508901,80,3.0831189209511862,2.389417163737169
8,39,11,frontal,0.05546265923830058,618,2.409686167347712,1.0241166211227775
8,39,12,focal deficits gait,0.037898895247302826,2503,1.9985781576805752,0.4996445394201438
8,39,13,deficits gait,0.037147145562495425,2114,2.14179720847507,0.5354493021187675
8,39,14,intracranial disease,0.036163495132886615,927,2.294671449040335,0.8031350071641171
8,39,15,secondary,0.03452560589537156,1596,2.2410564584979165,0.616290526086927
69,40,1,75 100,0.36714449839639235,15,-3.389045182134938,3.2195929230281912
69,40,2,nausea 10,0.32206610402891717,375,-2.6294652246754966,1.3147326123377483
69,40,3,pain 20,0.2686916972911028,937,-2.131119294349063,0.7991697353808986
69,40,4,function 75 100,0.2642709779380701,381,-2.603632414818566,1.301816207409283
69,40,5,function 75,0.23155896072550994,1293,-2.111149937166567,0.6861237295791344
69,40,6,function 70,0.21725248369833924,400,-2.6966118398846732,1.2808906239452198
69,40,7,20 100 dyspnea,0.21278017602857288,723,-2.1707651244041832,0.9225751778717779
69,40,8,nausea 10 100,0.18420656596965168,1166,-2.236592060925858,0.7268924198009039
69,40,9,75,0.18271888828558594,580,-2.5043496172454747,1.0643485873293268
69,40,10,100 nausea 10,0.1758459943986922,1376,-2.2162588617072334,0.66487765851217
69,40,11,function 70 100,0.15945806573522006,802,-2.3245876040708535,0.8717203515265701
69,40,12,pain 20 100,0.15926085839529855,2608,-1.7865789181418947,0.4913092024890211
69,40,13,100 pain 20,0.15926085839529855,2609,-1.7865789181418947,0.4913092024890211
69,40,14,20 dyspnea,0.11691473805506547,902,-2.1650856404550796,0.8119071151706548
69,40,15,pro-ctcae fatigue,0.10921702309047965,202,-2.852531624833309,1.7115189748999853
0,41,1,no kras,0.26020701287917,1369,2.049931509279933,0.6662277405159782
0,41,2,19 deletion -,0.2505545504850362,513,2.4189881276821557,1.149019360649024
0,41,3,no kras alk,0.23171384377880747,2095,1.9570026325357996,0.5381757239473449
0,41,4,tagrisso,0.21444651931705405,929,2.2921146135768162,0.8022401147518856
0,41,5,deletion,0.18527399558491478,2515,1.8123640130610728,0.49840010359179504
0,41,6,an activating,0.17853419932387235,2919,1.6963703159193964,0.46650183687783403
0,41,7,and cdkn2a,0.17532579710257115,830,2.2777194552305704,0.8541447957114638
0,41,8,deletion.,0.1722184978550926,2472,1.672795054623918,0.5018385163871754
0,41,9,cdkn2a,0.16631450339962506,839,2.2599899666553136,0.8474962374957427
0,41,10,3. cdkn2a,0.1456545976043274,252,2.621313275901321,1.5727879655407926
0,41,11,cell-cycle,0.1263799055191203,1183,2.220166588550306,0.7215541412788495
0,41,12,a well-characterized activating,0.11693113911377923,2040,1.9831588581201298,0.5453686859830358
0,41,13,duration,0.11584526347387329,2897,1.702042485879343,0.4680616836168194
0,41,14,3. cdkn2a homozygous,0.11574324515156346,372,2.5291217590255024,1.3277889234883886
0,41,15,node,0.11279496736781552,65,-3.121405877420767,2.497124701936613
10,42,1,capmatinib,0.4062916715232816,240,-2.679570751639721,1.6077424509838327
10,42,2,e.g. capmatinib,0.39340553559868413,31,-3.3653635001019273,2.9446930625891863
10,42,3,e.g. capmatinib tepotinib,0.37575656893197723,58,-3.180006838897661,2.5440054711181284
10,42,4,tepotinib,0.3214809044805537,529,-2.502370215359772,1.1260665969118975
10,42,5,capmatinib tepotinib,0.29147743308052887,673,-2.4221994867375183,0.9688797946950074
10,42,6,met amplification,0.2846818420686275,829,-2.2780018143144534,0.85425068036792
10,42,7,loss met,0.232524740144214,2678,-1.759779862275518,0.4839394621257675
10,42,8,and met amplification,0.14173260550626166,412,-2.6664537538256456,1.2665655330671817
10,42,9,inhibitors e.g. capmatinib,0.1415418942445771,1335,-2.0775136420077938,0.675191933652533
10,42,10,and met,0.13501155632666537,2035,-1.984385235955636,0.5457059398877999
10,42,11,met amplification pd-l1,0.13004547962594523,772,-2.2268263159053103,0.8907305263621241
10,42,12,met amplification copy,0.1175764421691395,1066,-2.325693971857551,0.7558505408537042
10,42,13,to met,0.1068553107660975,1625,-2.03563833496311,0.6106915004889331
10,42,14,met amplification egfr,0.10663640978852666,79,-3.0834937922568715,2.389707688999075
10,42,15,- met,0.08762425960444582,1459,-1.9888659936450683,0.6463814479346472
5,43,1,diffusion coefficient,0.20526539971417024,226,2.761383799721525,1.6568302798329149
5,43,2,coefficient,0.20526539971417024,225,2.761383799721525,1.6568302798329149
5,43,3,apparent diffusion coefficient,0.20526539971417024,223,2.761383799721525,1.6568302798329149
5,43,4,apparent diffusion,0.20526539971417024,224,2.761383799721525,1.6568302798329149
5,43,5,apparent,0.19811642283751704,255,2.730785231915643,1.5702015083514946
5,43,6,diffusion coefficient adc,0.19654698996013062,268,2.6655971652248573,1.5327183700042928
5,43,7,coefficient adc,0.19222674832790224,291,2.6655971652248573,1.4660784408736716
5,43,8,with apparent,0.18614428003408445,352,2.577973297215387,1.353435981038078
5,43,9,with apparent diffusion,0.18614428003408445,351,2.577973297215387,1.353435981038078
5,43,10,dwi with apparent,0.18255053185343076,368,2.5313248415014113,1.3289455417882408
5,43,11,dwi with,0.15919618943022848,451,2.4498368586785317,1.2249184293392659
5,43,12,diffusion-weighted imaging,0.15774671232390372,33,3.352444780818763,2.9333891832164176
5,43,13,flair diffusion-weighted imaging,0.15689203765303483,89,3.1038472775245447,2.3278854581434087
5,43,14,imaging dwi with,0.15042462404652837,586,2.3403307525138164,1.0531488386312173
5,43,15,imaging dwi,0.1438870905700577,243,2.7817955666387615,1.5995324508172877
31,44,1,dl 0.6-1.2,0.4521401835603594,207,2.842919959570621,1.7057519757423725
31,44,2,mg dl 0.6-1.2,0.45214018356035934,206,2.842919959570621,1.7057519757423725
31,44,3,dl 12.0-16.0,0.37576969298890966,310,2.7257315545618197,1.431009066144955
31,44,4,g dl 12.0-16.0,0.37576969298890966,309,2.7257315545618197,1.431009066144955
31,44,5,0.6-1.2 egfr,0.2176995849559602,1050,2.1691893175190664,0.7592162611316732
31,44,6,12.0-16.0 platelets,0.20953476677052826,707,2.3316349515136023,0.932653980605441
31,44,7,dl 0.6-1.2 egfr,0.19825309569965932,1548,1.9297036273181076,0.627153678878385
31,44,8,dl 12.0-16.0 platelets,0.18090231148242156,1199,2.1995685898067117,0.7148597916871813
31,44,9,she,0.11963603321622444,2166,1.7680839457262885,0.5304251837178865
31,44,10,female,0.10013654104325066,1991,1.8423651348780161,0.5527095404634048
31,44,11,her,0.09244342471823748,1176,2.2253473704952915,0.7232378954109697
31,44,12,female mrn,0.07116439894650023,1040,2.17878670739543,0.7625753475884004
31,44,13,woman,0.07091115717168389,1967,1.8534091926976364,0.5560227578092909
31,44,14,she reports persistent,0.07062320180029735,10,3.4934553611199446,3.3187825930639474
31,44,15,she reports,0.06895557340597298,1871,1.9043551744844907,0.5713065523453472
73,45,1,q6 h prn,0.45050720006203243,113,3.17826550364134,2.1453292149579046
73,45,2,h prn,0.3706012043447208,354,2.8415339800629265,1.34972864052989
73,45,3,q6,0.36107745369501226,350,2.7072999707248386,1.3536499853624193
