top_k,feature,outer_fold_count,mean_rank,mean_z_score,mean_abs_z_score,mean_ranking_score
100,55. -,1,92.0,3.0765900604247736,3.0765900604247736,2.2305277938079606
100,70 s,1,93.0,2.7872719593389084,2.7872719593389084,2.2298175674711267
100,in the context,1,69.0,2.8666611424589847,2.8666611424589847,2.221662385405713
100,cores 5 cores,1,96.0,-2.863177161570711,2.863177161570711,2.2189623002173007
100,low-dose dexamethasone 4,1,70.0,-2.9586085619968365,2.9586085619968365,2.2189564214976274
100,dimension previously,1,96.0,-3.282914290852246,3.282914290852246,2.215967146325266
100,or neurologic changes.,1,92.0,-3.0519385917142787,3.0519385917142787,2.212655478992852
100,chest in 6,1,97.0,-3.0398028340233036,3.0398028340233036,2.203857054666895
100,established patient -,1,97.0,3.039794454247022,3.039794454247022,2.203850979329091
100,nausea 10 pain,1,98.0,-3.0315474996338705,3.0315474996338705,2.197871937234556
100,patient john martinez,1,98.0,-2.8335443192292065,2.8335443192292065,2.195996847402635
100,neurologic no weakness,1,99.0,2.9220437393884366,2.9220437393884366,2.1915328045413274
100,mild tenderness over,1,97.0,2.8201768900922897,2.8201768900922897,2.1856370898215243
100,chest wall,1,98.0,-3.0110619107709904,3.0110619107709904,2.183019885308968
100,none bone,1,101.0,-2.9066608819052497,2.9066608819052497,2.1799956614289373
100,none bone pain,1,100.0,-2.9066608819052497,2.9066608819052497,2.1799956614289373
100,0.6 cm,1,99.0,3.1118898138095643,3.1118898138095643,2.1783228696666947
100,organ,1,100.0,-2.8810064426822803,2.8810064426822803,2.16075483201171
100,oncologic management -,1,74.0,3.0845225436592565,3.0845225436592565,2.1591657805614792
100,each core,1,76.0,-2.6950289583760285,2.6950289583760285,2.1560231667008227
100,to reduced responsiveness,1,77.0,2.874499047796538,2.874499047796538,2.1558742858474034
100,linked to reduced,1,78.0,2.972032023780926,2.972032023780926,2.1547232172411714
100,mildly fatigued,1,80.0,-2.9383935782736406,2.9383935782736406,2.1303353442483894
100,if a,1,81.0,2.935817493562935,2.935817493562935,2.128467682833128
100,weeks earlier,1,83.0,-2.9152453189019774,2.9152453189019774,2.1135528562039334
100,low pd-l1,1,84.0,-2.9851453535442993,2.9851453535442993,2.0896017474810096
100,are common in,1,87.0,-2.9416930204190894,2.9416930204190894,2.0591851142933626
100,constitutional fatigue weight,1,88.0,-2.917795118554035,2.917795118554035,2.0424565829878243
100,--- laboratory results,1,89.0,-2.711240122559179,2.711240122559179,2.033430091919384
100,appears mildly fatigued,1,90.0,-2.901491962784187,2.901491962784187,2.031044373948931
100,routine follow-up,1,92.0,2.7835285075093577,2.7835285075093577,2.018058167944284
100,stable. - no,1,94.0,2.770612725872063,2.770612725872063,2.0086942262572456
100,show mild,1,95.0,-2.8643879135581143,2.8643879135581143,2.0050715394906797
100,lung no focal,1,96.0,2.810486907164709,2.810486907164709,1.9673408350152963
200,% low,5,9.0,-3.7329096945239413,3.7329096945239413,3.621923173180715
200,neurologic symptoms or,5,33.6,-3.443944520641184,3.443944520641184,3.2013817434421354
200,lung no,5,29.4,3.4207339030786814,3.4207339030786814,3.1688579424887324
200,55.,5,33.4,3.281059234514372,3.281059234514372,3.1150461933878093
200,kidneys,5,46.0,3.4151140663049353,3.4151140663049353,2.936012016174865
200,pd-l1 <1,5,61.0,-3.35308766577941,3.35308766577941,2.8691224030034057
200,nkda social history,5,52.4,-3.2768271965955607,3.2768271965955598,2.783667356235026
200,nkda social,5,57.0,-3.2768271965955607,3.2768271965955598,2.7691868349246436
200,canal,5,64.8,3.2016965339573438,3.2016965339573438,2.761086166388402
200,low pd-l1 expression,5,62.6,-3.2121857503096516,3.2121857503096516,2.6867540277120137
200,syndromes --- physical,4,5.0,-3.896294406304595,3.8962944063045954,3.8248540658899195
200,hour <new,4,15.5,3.5732883513913025,3.5732883513913025,3.418909714774191
200,hour <new note>,4,15.5,3.5732883513913025,3.5732883513913025,3.418909714774191
200,syndromes ---,4,23.0,-3.4912785458863675,3.491278545886368,3.23393062372375
200,cancer syndromes ---,4,24.25,-3.468745270228745,3.468745270228745,3.212703637662217
200,or masses.,4,39.5,3.348716752006747,3.348716752006747,2.947718310139015
200,high pd-l1 expression,4,53.0,3.35790670452095,3.35790670452095,2.924107382986909
200,reasonable,4,55.0,-3.251102212486755,3.251102212486755,2.870294529376105
200,high pd-l1,4,63.0,3.291231262636173,3.291231262636173,2.8214030054537256
200,carcinoma adenocarcinoma,4,77.5,3.3328055741341793,3.3328055741341793,2.7629653518662884
200,is within,4,46.75,-3.207087728180134,3.2070877281801335,2.7316777577259006
200,lung carcinoma adenocarcinoma,4,86.25,3.269743732436055,3.269743732436055,2.656254818833048
200,he reports increasing,4,68.0,-3.0848889682551315,3.084888968255132,2.4521840727904727
200,<1,4,90.75,-3.113225731575686,3.113225731575686,2.4049052002780065
200,mediastinum hilar nodes,4,91.0,-3.101237346895532,3.101237346895532,2.3780378048653565
200,spinal canal,4,94.5,3.0039100476727447,3.0039100476727447,2.364556329037535
200,cancer nsclc -,4,90.75,3.031786359508291,3.031786359508291,2.3604665572097163
200,cell-cycle progression.,4,108.25,-2.878161716189502,2.878161716189502,2.281973866460134
200,of first-line carboplatin,4,110.25,-3.0573090987592275,3.0573090987592275,2.230989877411685
200,1 % low,4,102.25,-2.9730336153458308,2.9730336153458308,2.1996825147391394
200,lung no new,4,109.75,2.886083529180487,2.886083529180487,2.182494592265936
200,epidural,4,138.75,2.793762094092339,2.793762094092339,2.026366964481907
200,superior vena cava,3,15.333333333333334,-3.6515608800063526,3.6515608800063526,3.4973149633401337
200,cava,3,15.333333333333334,-3.6406367307334935,3.6406367307334935,3.485515560032214
200,vena cava,3,16.333333333333332,-3.6406367307334935,3.6406367307334935,3.485515560032214
200,vena,3,29.333333333333332,-3.4913162206468074,3.4913162206468074,3.244070452752418
200,superior vena,3,31.0,-3.501177449951941,3.501177449951941,3.2309830261097736
200,moderate complexity <new,3,43.0,-3.3992472927007547,3.3992472927007547,3.0446712362801396
200,- metastatic nsclc,3,51.666666666666664,3.2886987591053267,3.2886987591053267,2.9096660998107127
200,evidence of superior,3,80.66666666666667,-3.220716472023311,3.220716472023311,2.7603426462042377
200,tps >=,3,57.666666666666664,3.103644050973864,3.103644050973863,2.663663297887494
200,pd-l1 <1 %.,3,52.666666666666664,-3.1962448864059607,3.1962448864059607,2.6398364401988323
200,pain palpitations or,3,73.0,3.144824781238676,3.144824781238676,2.6257914028580025
200,spinal,3,80.66666666666667,3.0771893668287404,3.0771893668287404,2.6200180691589128
200,anc <1.0,3,77.66666666666667,-3.1875398130204613,3.187539813020462,2.6064253074986534
200,800,3,68.33333333333333,3.033134678406021,3.033134678406021,2.5030629548333025
200,objective,3,66.66666666666667,3.0382787212561406,3.0382787212561406,2.499501866070738
200,70 100 fatigue,3,75.0,-3.066513530396657,3.066513530396657,2.4968844893577096
200,with a more,3,70.66666666666667,-3.026495084210852,3.026495084210852,2.4745472846806975
200,phase ii,3,74.0,-3.0837354727986455,3.0837354727986455,2.458461787011307
200,m1 right,3,79.33333333333333,2.9391967363155103,2.9391967363155103,2.429186647729429
200,left lung no,3,64.0,2.9905513253418228,2.9905513253418228,2.4052175108092135
200,nodules or masses.,3,97.33333333333333,3.0563006396655763,3.0563006396655763,2.3635910814720873
200,are diagnostic,3,80.66666666666667,2.963941121673131,2.963941121673131,2.35158633347721
200,are diagnostic of,3,81.0,2.963941121673131,2.963941121673131,2.35158633347721
200,infusion hold chemotherapy,3,98.33333333333333,-2.98689416819276,2.98689416819276,2.3348066564698127
200,symptoms or,3,81.33333333333333,-3.0110446760979896,3.0110446760979896,2.318284822723253
200,- left lung,3,71.66666666666667,2.970530968358467,2.970530968358467,2.310972699881267
200,lobe primary nsclc,3,103.66666666666667,3.0295798145845736,3.0295798145845736,2.3107670583696236
200,social function 70,3,97.0,-2.9565912432444015,2.9565912432444006,2.2865196979150255
200,first hour <new,3,105.0,3.046181849993714,3.046181849993714,2.2514870512945966
200,2.5 mg,3,101.66666666666667,-3.003557517796216,3.003557517796216,2.2222475723998216
200,left lung,3,110.0,2.93481120088814,2.9348112008881397,2.2125204370056193
200,with differential and,3,87.0,-3.0317270971279506,3.0317270971279506,2.2086473941840836
200,differential and,3,88.66666666666667,-3.0200203994825543,3.0200203994825543,2.2005979888175733
200,seizures dermatologic,3,117.33333333333333,-2.9623515101989626,2.962351510198962,2.1960015892192932
200,lesions. past,3,104.33333333333333,2.9175549892893,2.9175549892893,2.1440941341269526
200,lesions. past medical,3,104.0,2.9175549892893,2.9175549892893,2.1440941341269526
200,disease progression depression,3,131.66666666666666,-2.917157277784572,2.917157277784572,2.0625327322556966
200,status. ---,3,123.66666666666667,-2.85605826807647,2.85605826807647,2.0326194243682942
200,none rash,3,143.66666666666666,-2.904536023862424,2.904536023862424,1.9938494535643538
200,dermatologic none rash,3,126.33333333333333,-2.8946405514423588,2.8946405514423588,1.9911923946677916
200,--- subjective chief,3,131.0,2.7407920322179735,2.7407920322179735,1.9475002875148402
200,after prior,3,138.0,2.877284747308696,2.877284747308696,1.9184553030167815
200,whichever,3,148.33333333333334,-2.82175678744373,2.82175678744373,1.8575704010707241
200,adenopathy.,2,22.0,3.5543192475883867,3.5543192475883867,3.287745304019258
200,of superior,2,34.0,-3.340616632827561,3.340616632827561,3.19239100219976
200,may be,2,31.0,-3.280502647227073,3.280502647227073,3.074159081748858
200,of superior vena,2,44.0,-3.2407881739211883,3.2407881739211883,2.9198087801830113
200,lung shows,2,50.5,3.309240194360113,3.309240194360113,2.893916156567874
200,metastasis in,2,49.0,3.236586168450538,3.236586168450538,2.866767751639607
200,recist criteria,2,51.5,3.2264104781158816,3.2264104781158816,2.8438690908063826
200,pain no new,2,87.5,-3.3301602582753205,3.3301602582753205,2.83410407206082
200,complexity <new,2,54.5,-3.3303986977910007,3.3303986977910007,2.8214299405706953
200,complexity <new note>,2,55.5,-3.3303986977910007,3.3303986977910007,2.8214299405706953
200,pelvic lymphadenopathy.,2,70.5,-3.3860289533913646,3.3860289533913646,2.8192858987273097
200,superior,2,57.5,-3.2893836425230356,3.2893836425230356,2.7548105010920194
200,55 emotional,2,33.5,3.0706975549366247,3.0706975549366247,2.6868603605695465
200,<1 %,2,55.0,-3.2265245008768666,3.2265245008768666,2.6633623539732985
200,40 100 emotional,2,46.0,-3.1331602976629584,3.1331602976629584,2.662365355561022
200,role function 40,2,51.0,-3.129313754099454,3.129313754099454,2.656348750255698
200,55 emotional function,2,38.0,3.055937388859017,3.055937388859017,2.6370246582562555
200,analgesia,2,58.0,-3.1507104126694134,3.1507104126694134,2.630853448526472
200,rubs,2,48.0,3.074236250285015,3.074236250285015,2.6179377003841946
200,with primary,2,66.5,3.131837112845017,3.131837112845017,2.6091504586611842
200,reports increasing,2,47.0,-3.0819935464088664,3.0819935464088664,2.5961675832988793
200,cytopenias,2,79.5,-3.118746247682076,3.118746247682076,2.5893561821600537
200,- metastatic,2,75.0,3.2036195881636553,3.2036195881636553,2.5879917439201434
200,and may,2,70.0,-3.026877225879976,3.026877225879976,2.587192953039345
200,allergies nkda social,2,84.5,-3.110001978131044,3.110001978131044,2.550282933344074
200,no cervical adenopathy.,2,82.0,3.0755053473819602,3.0755053473819602,2.5283794242065496
200,on quality,2,84.5,-3.135279227368687,3.135279227368687,2.5153787752272563
200,on quality of,2,83.5,-3.135279227368687,3.135279227368687,2.5153787752272563
200,reports increasing fatigue,2,53.5,-3.0463659516589763,3.0463659516589763,2.512506846609944
200,upper-normal,2,73.0,-3.034818153746989,3.034818153746989,2.507633231896329
200,pd-l1 22c3,2,57.0,-3.07748932706579,3.07748932706579,2.503917929726488
200,trends mild anemia,2,61.0,3.10116292858815,3.10116292858815,2.487015530755033
200,and to discuss,2,79.5,-3.103130463163162,3.103130463163162,2.4858436380176294
200,- fda-approved,2,72.5,2.9959933425430187,2.9959933425430187,2.4440381869958827
200,laboratory trends mild,2,66.0,3.031513117527174,3.031513117527174,2.4272179950323083
200,trends mild,2,67.0,3.031513117527174,3.031513117527174,2.4272179950323083
200,morphine 2.5,2,88.5,-3.088527680672959,3.088527680672959,2.4172391323272775
200,morphine 2.5 mg,2,89.5,-3.088527680672959,3.088527680672959,2.4172391323272775
200,palpitations or,2,83.5,3.085886373759622,3.085886373759622,2.4135465211409395
200,mass or,2,84.0,3.0345372556565176,3.0345372556565176,2.4107228481715763
200,indicated,2,79.5,2.9928161941794618,2.9928161941794618,2.405330773797221
200,increasing,2,86.5,-3.087260076675313,3.087260076675313,2.4015631945959526
200,cervical adenopathy.,2,89.5,3.0044028208489317,3.0044028208489317,2.380807490878924
200,offer early,2,70.5,-3.060772110454482,3.060772110454482,2.3756460857595245
200,immunoprofile,2,66.0,2.961326711027937,2.961326711027937,2.3689100203840163
200,alk or,2,86.0,-3.0937396519671005,3.0937396519671005,2.3614107038609955
200,70 100,2,87.0,-2.9899401445178198,2.9899401445178198,2.3584669795126008
200,60 %,2,80.0,3.027543684901336,3.027543684901336,2.350335311327396
200,the limited upper,2,77.0,-3.051817123752449,3.051817123752449,2.3430221056038896
200,function 55 emotional,2,66.5,2.969617274672955,2.969617274672955,2.340171846364375
200,given molecular,2,81.0,2.8955789150813103,2.8955789150813103,2.3319789668863313
200,john martinez age,2,66.5,-2.914691134006565,2.914691134006565,2.3317529072052516
200,murmurs rubs,2,86.5,2.9724237159866793,2.9724237159866793,2.3144368073228625
200,no murmurs rubs,2,86.5,2.9724237159866793,2.9724237159866793,2.3144368073228625
200,fdg-avid osseous lesions,2,76.5,-2.974577051943808,2.974577051943808,2.3131964482724303
200,definitive squamous,2,92.0,3.0292370136641447,3.0292370136641447,2.3079003540848633
200,no definitive squamous,2,91.0,3.0292370136641447,3.0292370136641447,2.3079003540848633
200,maintaining quality,2,102.0,2.9972255056396433,2.9972255056396433,2.297106605502125
200,clinician,2,104.5,2.9143401523631205,2.9143401523631205,2.2861047651479263
200,- rna-based,2,79.0,2.9081765497699648,2.9081765497699648,2.2552012256273395
200,gem,2,101.0,2.948877971473001,2.948877971473001,2.2183361618219593
200,alk or ros1,2,102.5,-3.0009596081403944,3.0009596081403944,2.214969949389677
200,----------------------- kras c.34g>t,2,108.0,3.0086550453233847,3.0086550453233847,2.1816712349712946
200,mass now measures,2,111.5,-3.033628535224497,3.033628535224497,2.1760400221115894
200,tract,2,105.5,2.9878737490112126,2.9878737490112126,2.172747341310818
200,lungs - a,2,104.5,-2.866310791395186,2.866310791395186,2.1710476139322745
200,additional focal hepatic,2,113.5,2.8736794097501432,2.8736794097501432,2.1690720743751477
200,---------------- kras g12c,2,105.0,-2.860055203161549,2.860055203161549,2.1561700156217647
200,murmurs rubs or,2,104.5,2.912763872960971,2.912763872960971,2.1498471694341355
200,rubs or,2,104.5,2.912763872960971,2.912763872960971,2.1498471694341355
200,maintaining quality of,2,124.0,2.9473630702776674,2.9473630702776674,2.149579216644616
200,fatigue grade,2,111.5,2.92275636989878,2.92275636989878,2.1406560500052056
200,administer,2,125.5,2.9133381439741703,2.9133381439741703,2.130160152023977
200,pack-years quit 2,2,126.5,-2.8859200435317325,2.8859200435317325,2.1095108012617776
200,increasing fatigue,2,116.0,-2.844244698482794,2.844244698482794,2.075860576065156
200,metastatic nsclc,2,115.0,2.9301243626704823,2.9301243626704823,2.0719763440649954
200,medications current,2,134.5,2.785681392834653,2.785681392834653,2.069849535660608
200,70,2,142.5,-2.8995258013406033,2.8995258013406033,2.039260966494986
200,identified. overall imaging,2,125.0,-2.6851492583022205,2.6851492583022205,2.0195142014489247
200,nodules identified in,2,143.5,-2.8547269089767813,2.8547269089767813,2.010129025150409
200,dyspnea 25,2,135.5,-2.913639017857379,2.913639017857379,2.0020683310003626
200,dimension previously,2,116.5,-3.070737308808047,3.070737308808047,2.001283675276335
200,of stairs .,2,134.5,-2.9663659797156585,2.9663659797156585,1.9839715744687862
200,patient john martinez,2,123.0,-2.759768311172065,2.759768311172065,1.9709459222136674
200,low pd-l1,2,122.0,-2.9412231325013707,2.9412231325013707,1.9502074085712677
200,current -,2,147.0,2.7739323825881512,2.7739323825881512,1.9495547991860982
200,. imaging -,2,130.0,-2.7762673280994226,2.7762673280994226,1.9475049889722267
200,- within normal,2,147.0,-2.7896830306575024,2.7896830306575024,1.9185278840158988
200,unchecked cell-cycle progression.,2,148.5,-2.71181705674656,2.71181705674656,1.8995935182444974
200,stairs .,2,152.0,-2.7983347494286184,2.7983347494286184,1.893248258048717
200,and may contribute,2,163.5,-2.793261215871164,2.793261215871164,1.8854513207130355
200,of oral prednisone,2,147.0,-2.756340347598192,2.756340347598192,1.8337917569240143
200,unremarkable. - no,2,158.0,-2.742126017958573,2.742126017958573,1.8170591902495778
200,for ongoing trials,2,142.5,2.9010689018463394,2.9010689018463394,1.8131680636539622
200,primary nsclc,2,164.0,2.6733664344042087,2.6733664344042087,1.8057679540629068
200,10 days ago,2,159.5,-2.72590559658336,2.72590559658336,1.8046695821857166
200,metastasis management,2,156.0,2.667542701973873,2.667542701973873,1.8018396560396845
200,- discuss potential,2,152.0,-2.7459217150187456,2.7459217150187456,1.7854387792850503
200,0.2 cm 0.2,2,169.5,-2.761072229631761,2.761072229631761,1.7641256564849166
200,core biopsy .,2,188.5,-2.783064441857131,2.783064441857131,1.7394152761607067
200,testing.,2,190.0,2.73910997577942,2.73910997577942,1.7116108488995583
200,collections,2,178.0,-2.6128300538308387,2.6128300538308387,1.6983395349900452
200,score < 1,2,181.0,-2.7521908215650273,2.7521908215650273,1.6864055637212303
200,have demonstrated activity,2,193.5,-2.68984850717808,2.68984850717808,1.6811553169862998
200,-------------------,1,4.0,-4.050533997648014,4.050533997648014,4.050533997648014
200,cell lung carcinoma,1,12.0,3.834324293368293,3.834324293368293,3.7384661860340853
200,and immunophenotypic profile,1,8.0,-3.701785887594039,3.701785887594039,3.701785887594039
200,immunophenotypic profile,1,9.0,-3.701785887594039,3.701785887594039,3.701785887594039
200,lesions identified. overall,1,7.0,-3.685491871765771,3.685491871765771,3.5933545749716265
200,general fatigue,1,7.0,3.5635184840390077,3.5635184840390077,3.5635184840390077
200,axial dimension previously,1,22.0,-3.5971762206862223,3.5971762206862223,3.507246815169067
200,pd-l1 <1 %,1,23.0,-3.6453636551690853,3.6453636551690853,3.463095472410631
200,initial oncology,1,12.0,-3.4547440824183533,3.4547440824183533,3.3683754803578942
200,tingling in feet,1,16.0,-3.424533486225931,3.424533486225931,3.3389201490702827
200,and portal-venous,1,22.0,3.3980632995599938,3.3980632995599938,3.313111717070994
200,global health 70,1,7.0,-3.4662404659223207,3.4662404659223207,3.2929284426262044
200,intra-abdominal,1,26.0,3.5569243405258177,3.5569243405258177,3.2901550149863814
200,health 70,1,8.0,-3.450465138739984,3.450465138739984,3.2779418818029846
200,the two,1,18.0,-3.4320830439054766,3.4320830439054766,3.2604788917102026
200,are seen in,1,13.0,-3.4055217022675026,3.4055217022675026,3.2352456171541273
200,patient reports a,1,24.0,3.4960636901835977,3.4960636901835977,3.233858913419828
200,to obtain,1,14.0,-3.491592028206076,3.491592028206076,3.2297226260906204
200,immunophenotypic profile is,1,26.0,-3.395561249763183,3.395561249763183,3.2257831872750238
200,lisinopril - no,1,28.0,-3.46805280094168,3.46805280094168,3.207948840871054
200,are normal in,1,27.0,3.4584518080543725,3.4584518080543725,3.1990679224502947
200,-------- -------------------,1,30.0,-3.343898350548475,3.343898350548475,3.176703433021051
200,score <1 %,1,28.0,-3.253660771426868,3.253660771426868,3.1723192521411963
200,lymphadenopathy. - lungs,1,31.0,-3.3326332096097393,3.3326332096097393,3.1660015491292524
200,of the primary,1,22.0,-3.514137875208284,3.514137875208284,3.1627240876874554
200,impact on quality,1,15.0,-3.4077022322536235,3.4077022322536235,3.152124564834602
200,health 70 100,1,16.0,-3.388242781214603,3.388242781214603,3.134124572623508
200,- age,1,24.0,-3.3869165701364032,3.3869165701364032,3.132897827376173
200,occasional alcohol,1,26.0,-3.4665297458877267,3.4665297458877267,3.119876771298954
200,- a,1,27.0,-3.3268669536966358,3.3268669536966358,3.077351932169388
200,to reduced,1,18.0,3.285725270576866,3.285725270576866,3.0392958752836012
200,ago - occasional,1,29.0,-3.196665205146557,3.196665205146557,3.036831944889229
200,- high pd-l1,1,33.0,3.281330981846152,3.281330981846152,3.035231158207691
200,adenopathy. -,1,30.0,3.152033513339565,3.152033513339565,2.9944318376725865
200,in previously,1,37.0,3.3074296490378465,3.3074296490378465,2.976686684134062
200,lung carcinoma,1,40.0,3.400804181063516,3.400804181063516,2.9757036584305765
200,erythema over,1,20.0,-3.206722556835615,3.206722556835615,2.966218365072944
200,surgeries medications -,1,32.0,-3.379071740588888,3.379071740588888,2.956687773015277
200,wild-type other,1,42.0,-3.1890841323439063,3.1890841323439063,2.9499028224181134
200,wall bones,1,44.0,-3.2172154577069705,3.2172154577069705,2.8954939119362737
200,e.g. new,1,42.0,3.400860755346706,3.400860755346706,2.8907316420447002
200,and unchanged,1,43.0,-3.120954755796891,3.120954755796891,2.8868831491121245
200,mass now,1,45.0,-3.3822420374407023,3.3822420374407023,2.8749057318245974
200,deletion exons 1-2,1,47.0,-3.266631511333627,3.266631511333627,2.8583025724169233
200,exons 1-2,1,46.0,-3.266631511333627,3.266631511333627,2.8583025724169233
200,are normal,1,46.0,3.261739035351764,3.261739035351764,2.8540216559327938
200,anc <1.0 k,1,23.0,-3.2616931219542993,3.2616931219542993,2.853981481710012
200,multiplanar reconstructions,1,26.0,3.1670096207354437,3.1670096207354437,2.8503086586618993
200,chest wall bones,1,49.0,-3.1652802029829923,3.1652802029829923,2.8487521826846933
200,- general fatigue,1,36.0,3.2454641967504245,3.2454641967504245,2.8397811721566213
200,ml s,1,28.0,3.2322058745964504,3.2322058745964504,2.8281801402718942
200,vaf copy-number,1,51.0,3.221428069545627,3.221428069545627,2.8187495608524236
200,30 nausea,1,39.0,-3.1230795761526946,3.1230795761526946,2.810771618537425
200,fatigue 30 nausea,1,38.0,-3.1230795761526946,3.1230795761526946,2.810771618537425
200,ttf-1 napsin,1,51.0,3.2078122903113155,3.2078122903113155,2.806835754022401
200,ttf-1 napsin a,1,50.0,3.2078122903113155,3.2078122903113155,2.806835754022401
200,calcium carbonate +,1,54.0,-3.1060841930797634,3.1060841930797634,2.7954757737717872
200,carbonate +,1,52.0,-3.1060841930797634,3.1060841930797634,2.7954757737717872
200,carbonate + vitamin,1,53.0,-3.1060841930797634,3.1060841930797634,2.7954757737717872
200,smarca4,1,55.0,-3.28631090351791,3.28631090351791,2.7933642679902237
200,loss-of-function cdkn2a,1,56.0,3.0961399023841722,3.0961399023841722,2.786525912145755
200,if anc <1.0,1,26.0,-3.179379157207741,3.179379157207741,2.7819567625567734
200,minutes post-injection. low-dose,1,57.0,-3.17606822061463,3.17606822061463,2.779059693037801
200,follow-up progress note,1,43.0,-3.267755626652646,3.267755626652646,2.7775922826547492
200,oncology follow-up progress,1,42.0,-3.267755626652646,3.267755626652646,2.7775922826547492
200,imaging follow-up -,1,54.0,-3.364340425606289,3.364340425606289,2.7755808511251887
200,for 3,1,58.0,3.1544766055223534,3.1544766055223534,2.760167029832059
200,3 ml s,1,32.0,3.1333941326277492,3.1333941326277492,2.7417198660492805
200,deficits. he,1,44.0,-3.1162511993940036,3.1162511993940036,2.726719799469753
200,achieved,1,58.0,-3.2064998784901557,3.2064998784901557,2.7255248967166326
200,loss-of-function cdkn2a homozygous,1,62.0,3.025036905460371,3.025036905460371,2.722533214914334
200,on recent,1,59.0,3.1877136645696447,3.1877136645696447,2.7095566148841983
200,mucosa moist.,1,60.0,3.176879250435517,3.176879250435517,2.7003473628701897
200,l anc 1.2,1,31.0,-3.073313239372152,3.073313239372152,2.689149084450633
200,oral mucosa moist.,1,61.0,3.163075011652439,3.163075011652439,2.6886137599045736
200,report specimen,1,66.0,3.0717710390562143,3.0717710390562143,2.6877996591741873
200,multiplanar,1,36.0,3.1578805732241233,3.1578805732241233,2.684198487240505
200,g12c mutant stk11,1,46.0,-3.2498199835083827,3.2498199835083827,2.681101486394416
200,evidence of acute,1,67.0,3.1448604869353955,3.1448604869353955,2.6731314138950864
200,the immunophenotype ttf-1+,1,40.0,-3.038418189053369,3.038418189053369,2.6586159154216977
200,complexity - 96413,1,70.0,3.1257406272313424,3.1257406272313424,2.6568795331466415
200,progression depression,1,44.0,-3.2032824855426214,3.2032824855426214,2.642708050572663
200,abdominal pain or,1,72.0,3.1064259296813166,3.1064259296813166,2.6404620402291195
200,prior surgeries medications,1,48.0,-3.2848033125623366,3.2848033125623366,2.6278426500498693
200,surgeries medications,1,49.0,-3.277268243718,3.277268243718,2.6218145949743996
200,difficulty,1,48.0,-3.083060603958027,3.083060603958027,2.6206015133643232
200,thickness 1.25 mm,1,75.0,3.17597783285492,3.17597783285492,2.6201817121053095
200,bowel sounds.,1,49.0,3.0818603471935178,3.0818603471935178,2.6195812951144903
200,. physical examination,1,50.0,3.166568984116428,3.166568984116428,2.6124194118960533
200,no vomiting,1,76.0,3.069742117292941,3.069742117292941,2.609280799699
200,- chest pain,1,51.0,-3.066731546408126,3.066731546408126,2.6067218144469075
200,loss -,1,50.0,3.157320913059324,3.157320913059324,2.6047897532739426
200,3 nad in,1,39.0,2.976470432419841,2.976470432419841,2.604411628367361
200,70 100 instrument,1,52.0,-3.134352713796802,3.134352713796802,2.585840988882362
200,missense snv,1,64.0,2.953887333643565,2.953887333643565,2.5846514169381196
200,pd-l1 blockade tp53,1,52.0,-3.035929147178446,3.035929147178446,2.5805397751016796
200,foci identified,1,55.0,-3.2085551865963593,3.2085551865963593,2.5668441492770873
200,none cough,1,77.0,-3.101843711047492,3.101843711047492,2.5590210616141813
200,respiratory none cough,1,78.0,-3.101843711047492,3.101843711047492,2.5590210616141813
200,three cycles,1,65.0,3.0077625932041214,3.0077625932041214,2.5565982042235036
200,follow-up progress,1,57.0,-3.0844389767841425,3.0844389767841425,2.544662155846918
200,resolved .,1,79.0,3.082261601669613,3.082261601669613,2.542865821377431
200,neurologic deficits. he,1,58.0,-3.073679113158491,3.073679113158491,2.535785268355755
200,dyspnea hemoptysis,1,58.0,-3.0685396084844223,3.0685396084844223,2.5315451769996486
200,biopsy demonstrated,1,67.0,-3.1557662842474667,3.1557662842474667,2.524613027397973
200,kidneys are,1,82.0,3.0593771875521893,3.0593771875521893,2.5239861797305565
200,new dyspnea,1,69.0,3.0561476415952686,3.0561476415952686,2.5213218043160968
200,tmb and stk11,1,44.0,-2.964258209946448,2.964258209946448,2.519619478454481
200,30 s,1,70.0,3.051647448127714,3.051647448127714,2.5176091447053643
200,- schedule next,1,83.0,3.0238013404406763,3.0238013404406763,2.494636105863558
200,. physical,1,63.0,3.0945556314447757,3.0945556314447757,2.4756445051558202
200,systemic treatment,1,64.0,-3.0932423763075656,3.0932423763075656,2.4745939010460525
200,suggestive of nodal,1,65.0,3.0855915840782004,3.0855915840782004,2.46847326726256
200,- fixation,1,63.0,-3.0800229017837766,3.0800229017837766,2.4640183214270213
200,focal fdg-avid osseous,1,67.0,-3.0795359527211317,3.0795359527211317,2.463628762176905
200,------------------- ----------------,1,72.0,-3.078260161020428,3.078260161020428,2.462608128816342
200,cm. the,1,68.0,3.0765276629198,3.0765276629198,2.4612221303358397
200,1.8 cm in,1,46.0,-2.895285047171518,2.895285047171518,2.4609922900957906
200,benefits and risks,1,86.0,3.0644095571113428,3.0644095571113428,2.451527645689074
200,nodules multiple bilateral,1,69.0,-3.0595530853288215,3.0595530853288215,2.447642468263057
200,not currently,1,48.0,-3.1515390210122107,3.1515390210122107,2.442442741284463
200,sensation,1,70.0,3.0525809002260242,3.0525809002260242,2.442064720180819
200,none cough dyspnea,1,88.0,-3.0420142594066526,3.0420142594066526,2.433611407525322
